,TMDBID,language,keyword1,keyword2,keyword3,art1,art2,sound1,sound2,producer1,producer2,producer3
2085,3309.0,en,beach,infidelity,restaurant,George James Hopkins,Anton Grot,Max Steiner,Oliver S. Garretson,Jerry Wald,Jack L. Warner,NA
2086,18462.0,en,post-apocalypse,comet,end of the world,John Muto,NA,David Richard Campbell,NA,Wayne Crawford,Andrew Lane,Thomas Coleman
2087,28941.0,en,female nudity,woman director,NA,NA,NA,Chuck Cirino,NA,Julie Corman,Roger Corman,NA
2088,18252.0,en,time travel,dinosaur,science,David L. Snyder,John B. Mansbridge,Peter Bernstein,NA,Jonathan T. Taplin,Bill Shepard,NA
2089,8592.0,en,corruption,crime fighter,gangster boss,NA,NA,Danny Elfman,Alan Silvestri,Warren Beatty,NA,NA
2090,564.0,en,library,secret passage,cairo,Tony Reading,Cliff Robinson,Jerry Goldsmith,NA,Patricia Carr,Sean Daniel,James Jacks
2091,13852.0,en,underdog,airport,court case,Carrie Kennedy,Ben Morieson,Craig Harnath,Edmund Choi,Debra Herman,Michael Hirsh,Jane Kennedy
2092,25232.0,en,illinois,father,ireland,NA,NA,NA,NA,NA,NA,NA
2093,33194.0,en,woman director,NA,NA,NA,NA,NA,NA,NA,NA,NA
2094,10210.0,en,fairy,lover,promise,NA,NA,NA,NA,Michael Hoffman,Arnon Milchan,Leslie Urdang
2095,17962.0,ja,grandmother grandson relationship,cloud,airplane,Hideo Gunji,Toshihiro Isomi,Yasuhiro Kasamatsu,NA,Masayuki Akieda,Shiho Sato,Yutaka Shigenobu
2096,9460.0,en,library,martial arts,bookshop,NA,NA,Teddy Robin Kwan,NA,Tsui Hark,NA,NA
2097,4927.0,en,gay,ohio,homosexuality,Sarah Leonard-Mayer,Jesse Thompson-Adams,Tim O'Shea,John Evans,Joseph Plonsky,Jeffrey Abramson,Mitchell Rosen
2098,1893.0,en,gay,ohio,homosexuality,Sarah Leonard-Mayer,Jesse Thompson-Adams,Tim O'Shea,John Evans,Joseph Plonsky,Jeffrey Abramson,Mitchell Rosen
2099,31342.0,en,gay,ohio,homosexuality,Sarah Leonard-Mayer,Jesse Thompson-Adams,Tim O'Shea,John Evans,Joseph Plonsky,Jeffrey Abramson,Mitchell Rosen
2100,15849.0,en,virgin,mummy,reincarnation,NA,NA,James Dietrich,NA,Carl Laemmle Jr.,NA,NA
2101,18990.0,en,mummy,swamp,princess,Bernard Robinson,NA,Franz Reizenstein,NA,Michael Carreras,Anthony Nelson Keys,Don Weeks
2102,29242.0,en,mummy,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103,29243.0,en,mummy,NA,NA,NA,NA,NA,NA,NA,NA,NA
2104,31498.0,en,mummy,NA,NA,NA,NA,NA,NA,NA,NA,NA
2105,29239.0,en,mummy,classic horror,NA,NA,NA,NA,NA,NA,NA,NA
2106,15660.0,en,ax,biography,sociopath,NA,NA,NA,NA,NA,NA,NA
2107,1924.0,en,saving the world,journalist,dc comics,John Barry,NA,John Williams,NA,Ilya Salkind,Pierre Spengler,Charles F. Greenlaw
2108,8536.0,en,saving the world,dc comics,superman,John Barry,Peter Murton,Ken Thorne,NA,Pierre Spengler,Ilya Salkind,Lynn Stalmaster
2109,9531.0,en,saving the world,dc comics,super computer,Peter Murton,NA,Ken Thorne,NA,Ilya Salkind,Pierre Spengler,Robert Simmonds
2110,11411.0,en,saving the world,dc comics,mountains,John Graysmark,NA,Alexander Courage,NA,Yoram Globus,Menahem Golan,Graham Easton
2111,138.0,en,national film registry,transylvania,dracula,Charles D. Hall,NA,Philip Glass,C. Roy Hunter,E.M. Asher,Tod Browning,Carl Laemmle Jr.
2112,3103.0,en,dracula,frankenstein,NA,John B. Goodman,Russell A. Gausman,Hans J. Salter,Paul Dessau,Paul Malvern,NA,NA
2113,3035.0,en,dracula,frankenstein,NA,John B. Goodman,Russell A. Gausman,Hans J. Salter,Paul Dessau,Paul Malvern,NA,NA
2114,3077.0,en,dracula,frankenstein,NA,John B. Goodman,Russell A. Gausman,Hans J. Salter,Paul Dessau,Paul Malvern,NA,NA
2115,3074.0,fr,frankenstein,NA,NA,Jack Otterson,Russell A. Gausman,Hans J. Salter,NA,George Waggner,NA,NA
2116,3076.0,en,frankenstein,werewolf,NA,John B. Goodman,Russell A. Gausman,Hans J. Salter,NA,George Waggner,NA,NA
2117,3079.0,en,experiment,brain,guillotine,Bernard Robinson,Ted Marshall,James Bernard,NA,Anthony Hinds,Max Rosenberg,Dorothy Holloway
2118,13666.0,en,gypsy,shotgun,wolf,NA,NA,NA,NA,George Waggner,NA,NA
2119,29794.0,en,sequel,werewolf,NA,NA,NA,NA,NA,NA,NA,NA
2120,9077.0,en,monster,experiment,giant spider,Alexander Golitzen,Alfred Sweeney,Herman Stein,Joseph Gershenson,William Alland,NA,NA
2121,36685.0,en,transylvania,marriage proposal,time warp,Terry Ackland-Snow,NA,NA,NA,Lou Adler,Michael White,NA
2122,30168.0,en,film making,narration,b movie,NA,NA,NA,NA,NA,NA,NA
2123,10785.0,en,space marine,pilot,flying saucer,Albert S. D'Agostino,John Hughes,Dimitri Tiomkin,Dimitri Tiomkin,Edward Lasker,Howard Hawks,NA
2124,19483.0,en,small town,spacecraft,arizona,NA,NA,NA,NA,NA,NA,NA
2125,8974.0,en,lasergun,space marine,dystopia,NA,NA,Leith Stevens,NA,George Pal,NA,NA
2126,29959.0,en,submarine,san francisco,radiation,NA,NA,NA,NA,Charles H. Schneer,Sam Katzman,NA
2127,11549.0,en,based on novel,invasion,victim,Ted Haworth,Joseph Kish,Carmen Dragon,NA,NA,NA,NA
2128,18158.0,en,based on novel,invasion,victim,Ted Haworth,Joseph Kish,Carmen Dragon,NA,NA,NA,NA
2129,27625.0,en,based on novel,invasion,victim,Ted Haworth,Joseph Kish,Carmen Dragon,NA,NA,NA,NA
2130,41516.0,en,creature,archaeologist,NA,Alexander Golitzen,Robert Emmet Smith,NA,NA,William Alland,NA,NA
2131,17918.0,en,dc comics,based on comic,cult director,NA,NA,NA,NA,Michael Uslan,NA,NA
2132,37305.0,en,war,korean war,NA,Nicolai Remisoff,NA,Leonard Rosenman,NA,Sy Bartlett,Lynn Stalmaster,NA
2133,18784.0,en,submarine,world war ii,pacific theater,NA,NA,NA,NA,Harold Hecht,NA,NA
2134,509.0,en,london,bookshop,birthday,NA,NA,Trevor Jones,NA,Duncan Kenworthy,Mary Selway,NA
2135,1090.0,en,artificial intelligence,simulation,computer program,Kirk M. Petruccelli,Frank Bollinger,Harald Kloser,NA,Helga Ballhaus,Michael Ballhaus,Roland Emmerich
2136,24858.0,el,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
2137,15059.0,en,NA,NA,NA,NA,NA,NA,NA,Mike Figgis,Annie Stewart,Jina Jay
2138,12117.0,en,prison,gorilla,research,NA,NA,Danny Elfman,NA,Michael Taylor,Barbara Boyle,Gail Katz
2139,11779.0,en,cuba,music,son (musikstil),NA,NA,Martin M?ller,E. Benjamin Posnack,Ulrich Felsberg,Deepak Nayar,Ulrich Felsberg
2140,41730.0,en,bomb,fire,fbi,NA,NA,NA,NA,NA,NA,NA
2141,13533.0,en,star trek,dream,gathering,NA,NA,NA,NA,NA,NA,NA
2142,62676.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2143,817.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2144,14283.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2145,37135.0,en,gorilla,baby,adoption,Leonard Robledo,NA,NA,NA,Mary Hidalgo,NA,NA
2146,2275.0,en,murder,NA,NA,NA,NA,NA,NA,NA,NA,NA
2147,68426.0,en,NA,NA,NA,NA,NA,Michael Feinstein,NA,Susan B. Landau,Gregory McClatchy,Andrew J. Kuehn
2148,24137.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2149,10376.0,it,ocean,ship,pianistin,NA,NA,Ennio Morricone,NA,NA,NA,NA
2150,104.0,de,berlin,casino,nun,Alexander Manasse,NA,Tom Tykwer,Johnny Klimek,Stefan Arndt,Maria K?pf,Gebhard Henke
2151,15800.0,en,star trek,pop culture,fan culture,NA,NA,NA,NA,NA,NA,NA
2152,9032.0,en,gay kiss,bachelor,law,NA,NA,Teddy Castellucci,NA,Sid Ganis,Jack Giarraputo,Joseph M. Caracciolo Jr.
2153,13821.0,en,prisoner,australian,brother,Luigi Pittorino,NA,The Necks,NA,Robert Connolly,Douglas Cummins,John Maynard
2154,9421.0,fr,fool,tax inspector,NA,NA,NA,Vladimir Cosma,NA,Alain Poir?,NA,NA
2155,55955.0,en,pakistani,love,cab driver,NA,NA,Stephen Warbeck,NA,Chris Curling,George Faber,NA
2156,67067.0,fr,future,post-apocalypse,NA,NA,NA,NA,NA,NA,NA,NA
2157,6488.0,en,small town,exterminator,spider bite,NA,NA,Trevor Jones,NA,Steven Spielberg,Frank Marshall,Kathleen Kennedy
2158,9473.0,en,small town,exterminator,spider bite,NA,NA,Trevor Jones,NA,Steven Spielberg,Frank Marshall,Kathleen Kennedy
2159,8487.0,en,small town,exterminator,spider bite,NA,NA,Trevor Jones,NA,Steven Spielberg,Frank Marshall,Kathleen Kennedy
2160,10279.0,en,distrust,intolerance,punk rock,Th?r?se DePrez,Diane Lederman,Terence Blanchard,Alex Steyermark,Aisha Coley,Spike Lee,Jon Kilik
2161,125263.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2162,2105.0,en,graduation,teenagers,high school senior,Paul Peters,NA,David Lawrence,NA,Chris Moore,Craig Perry,Chris Weitz
2163,1073.0,en,bomb,terrorist,fbi,Th?r?se DePrez,Barbara Haberecht,Angelo Badalamenti,NA,Tom Gorai,Tom Rosenberg,Marc Samuelson
2164,10239.0,en,women,southern france,widow,NA,NA,NA,NA,Fran?oise Etchegaray,Margaret M?n?goz,NA
2165,10208.0,en,puppet,the muppets,NA,NA,NA,Jamshied Sharifi,NA,Martin G. Baker,Ken Kaufman,Joey Mazzarino
2166,2667.0,en,witch,voodoo,legend,Ben Rock,Ricardo Moreno,Tony Cora,Dana Meeks,Robin Cowie,Gregg Hale,Lisa Dane
2167,48958.0,en,inventor,british,estate,NA,NA,NA,NA,NA,NA,NA
2168,345.0,en,life and death,sexual obsession,free love,Leslie Tomkins,Roy Walker,Jocelyn Pook,NA,Stanley Kubrick,Brian W. Cook,Jan Harlan
2169,9825.0,en,diving,sheriff,lake,John Willett,William Heslup,John Ottman,NA,Michael Pressman,David E. Kelley,Lisa Beach
2170,133575.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2171,620.0,en,library,taxi,flat,Marvin March,Toto,Elmer Bernstein,NA,Ivan Reitman,Bernie Brillstein,Michael C. Gross
2172,2978.0,en,slime,ghostbuster,product placement,NA,NA,Randy Edelman,NA,Ivan Reitman,NA,NA
2173,10490.0,en,slime,ghostbuster,product placement,NA,NA,Randy Edelman,NA,Ivan Reitman,NA,NA
2174,11618.0,en,slime,ghostbuster,product placement,NA,NA,Randy Edelman,NA,Ivan Reitman,NA,NA
2175,332.0,en,gadgets,NA,NA,NA,NA,NA,NA,NA,NA,NA
2176,1812.0,en,gay,drag queen,screenwriter,NA,NA,NA,NA,NA,NA,NA
2177,8914.0,en,shark attack,shark,alzheimer's disease,Joseph Bennett,William Sandell,Trevor Rabin,Hugh Waddell,Akiva Goldsman,Tony Ludwig,Bruce Berman
2178,9824.0,en,bowling,hostage,sphinx,Kirk M. Petruccelli,NA,Stephen Warbeck,NA,Lawrence Gordon,Lloyd Levin,Mike Richardson
2179,4806.0,en,small town,self-discovery,just married,Mark Friedberg,W. Steven Graham,James Newton Howard,Kathy Nelson,Robert W. Cort,Ted Field,Scott Kroopf
2180,33430.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
2181,247.0,en,corruption,adultery,robbery,Harry Reif,Karl Brainard,Gerald Fried,Rex Lipton,James B. Harris,Alexander Singer,Clarence Eurist
2182,10056.0,en,new york,woman between two men,hoodlum,NA,NA,NA,NA,NA,NA,NA
2183,967.0,en,gladiator,roman empire,gladiator fight,Alexander Golitzen,Eric Orbom,Alex North,Ronald Pierce,James C. Katz,Edward Lewis,Kirk Douglas
2184,802.0,en,sexual obsession,hotel,depression,NA,NA,Bob Harris,Nelson Riddle,James B. Harris,NA,NA
2185,3175.0,en,palace,british army,fencing,NA,NA,Leonard Rosenman,NA,Stanley Kubrick,Jan Harlan,Bernard Williams
2186,147.0,fr,fondling,skipping school,mise en scene,Georges Charlot,NA,Jean Constantin,NA,Fran?ois Truffaut,NA,NA
2187,1628.0,fr,prostitute,adultery,based on novel,Fred Capel,NA,Georges Delerue,NA,Marcel Berbert,Fran?ois Truffaut,NA
2188,21185.0,en,prostitute,adultery,based on novel,Fred Capel,NA,Georges Delerue,NA,Marcel Berbert,Fran?ois Truffaut,NA
2189,11120.0,en,prostitute,adultery,based on novel,Fred Capel,NA,Georges Delerue,NA,Marcel Berbert,Fran?ois Truffaut,NA
2190,10136.0,en,monk,social worker,wretch,NA,NA,Michel Colombier,NA,Edward S. Feldman,Robert D. Wachs,Charles R. Meeker
2191,32060.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2192,48686.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2193,48259.0,en,reunion,sisters,NA,NA,NA,NA,NA,NA,NA,NA
2194,873.0,en,prison,africa,southern u.s.,J. Michael Riva,Bo Welch,Quincy Jones,NA,Steven Spielberg,Frank Marshall,Kathleen Kennedy
2195,26789.0,en,sex,louisiana,revenge,NA,NA,Alan Silvestri,NA,Howard Feuer,NA,NA
2196,11416.0,en,indian,brazil,mission,NA,NA,Ennio Morricone,NA,Susie Figgis,Juliet Taylor,Fernando Ghia
2197,10776.0,en,flower,solar eclipse,florist,Roy Walker,NA,Miles Goodman,NA,David Geffen,Margery Simkin,NA
2198,24452.0,en,aggression by plant,killer plant,man eating plant,Daniel Haller,NA,Fred Katz,NA,Roger Corman,NA,NA
2199,9710.0,en,brother brother relationship,africa,riddle,NA,NA,Michael Linn,NA,Gary Nelson,Yoram Globus,Menahem Golan
2200,31924.0,en,alcohol abuse,blackouts,NA,NA,NA,NA,NA,NA,NA,NA
2201,30890.0,en,beach,taxi driver,world war ii,Santo Loquasto,NA,NA,NA,NA,NA,NA
2202,20242.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2203,39074.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2204,3526.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2205,41166.0,hu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2206,16406.0,en,richard nixon,watergate,the white house,Barbara Dunphy,Lucinda Zak,John Debney,David Husby,Pam Dixon,Gale Anne Hurd,David Coatsworth
2207,197239.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2208,10386.0,en,iron curtain,alien phenomenons,moon landing,Dennis Venizelos,Scott F. Johnston,Michael Kamen,NA,Pete Townshend,Laura Leganza Reynolds,Amy Richards
2209,745.0,en,child abuse,sense of guilt,loss of child,Larry Fulton,Philip Messina,James Newton Howard,Jeff Atmajian,Kathleen Kennedy,Frank Marshall,Barry Mendel
2210,913.0,en,martinique,claude monet,famous painting,Bruno Rubeo,Dennis Bradford,Bill Conti,NA,Pierce Brosnan,Beau St. Clair,Roger Paradiso
2211,912.0,en,in love with enemy,hold-up robbery,boredom,Robert F. Boyle,Edward G. Boyle,Michel Legrand,Walter Goss,Norman Jewison,Hal Ashby,Lynn Stalmaster
2212,12229.0,en,flying,scotland,baby,NA,NA,Dan Mudford,NA,David Muir,Alex Usborne,NA
2213,67323.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2214,91076.0,en,playwright,critic,theater,Robin Standefer,Stephen Alesch,NA,NA,John Turturro,John Penotti,NA
2215,19457.0,en,corruption,subway,infiltration,NA,NA,NA,NA,Matt Reeves,Nick Wechsler,Harvey Weinstein
2216,11353.0,en,film producer,movie studio,hollywood california,Jackson De Govia,Tom Reta,David Newman,Brendan Beebe,Brian Grazer,Kathleen M. Courtney,Karen Kehela Sherwood
2217,17707.0,en,prison,thailand,vacances,NA,NA,NA,NA,Adam Fields,A. Kitman Ho,NA
2218,9781.0,en,prison,thailand,vacances,NA,NA,NA,NA,Adam Fields,A. Kitman Ho,NA
2219,18212.0,en,prison,thailand,vacances,NA,NA,NA,NA,Adam Fields,A. Kitman Ho,NA
2220,13817.0,en,gay,female nudity,bisexuality,Nikki DiFalco,Paul Heath,Ollie Olsen,NA,Jane Scott,Catherine Bishop,Andy Pappas
2221,38715.0,en,NA,NA,NA,William Cameron Menzies,NA,NA,NA,NA,NA,NA
2222,48781.0,en,telephone,police,love,NA,NA,NA,NA,NA,NA,NA
2223,12185.0,en,american football,afterlife,sports film,NA,NA,Dave Grusin,NA,Warren Beatty,NA,NA
2224,29056.0,en,raven,NA,NA,Daniel Haller,Daniel Haller,Les Baxter,Gene Corso,Roger Corman,NA,NA
2225,26857.0,en,autopsy,black and white,pathologist,NA,NA,NA,NA,William Castle,NA,NA
2226,28501.0,en,spain,supernatural,torturer,Daniel Haller,Daniel Haller,Les Baxter,Kay Rose,Samuel Z. Arkoff,James H. Nicholson,Roger Corman
2227,24103.0,en,radio program,NA,NA,NA,NA,NA,NA,NA,NA,NA
2228,10552.0,en,smoking,cat,menace,NA,NA,Alan Silvestri,NA,Dino De Laurentiis,Martha De Laurentiis,NA
2229,9267.0,en,blackmail,humor,stupidity,Colin Grimes,NA,Douglas Gamley,NA,Patricia Casey,Victor Lownes,David Gil
2230,10766.0,en,prophecy,secret identity,devil's son,NA,NA,Jerry Goldsmith,NA,Harvey Bernhard,Joseph Lenzi,Charles Orme
2231,10768.0,en,london,ambassador,mephisto,NA,NA,Jerry Goldsmith,NA,Harvey Bernhard,Andrew Birkin,Richard Donner
2232,813.0,en,chicago,alcohol,cataclysm,Ward Preston,Anne D. McCulley,Elmer Bernstein,Clancy T. Troutman,Jon Davison,Howard W. Koch,Joel Thurm
2233,2665.0,en,chicago,alcohol,cataclysm,Ward Preston,Anne D. McCulley,Elmer Bernstein,Clancy T. Troutman,Jon Davison,Howard W. Koch,Joel Thurm
2234,9406.0,en,chicago,alcohol,cataclysm,Ward Preston,Anne D. McCulley,Elmer Bernstein,Clancy T. Troutman,Jon Davison,Howard W. Koch,Joel Thurm
2235,11418.0,en,london,game show,chaos,NA,NA,Charles Fox,NA,Matty Simmons,NA,NA
2236,11153.0,en,usa,relatives,family vacation,NA,NA,Ralph Burns,NA,Matty Simmons,NA,NA
2237,14170.0,en,slapstick,city country contrast,NA,NA,NA,NA,NA,NA,NA,NA
2238,2280.0,en,co-worker,pinball machine,toy maker,Santo Loquasto,NA,Howard Shore,NA,James L. Brooks,Robert Greenhut,NA
2239,11077.0,en,ransom,foster parents,child hero,George Costello,Mike Bingham,Miles Goodman,NA,Robert Simonds,Valerie McCaffrey,Nancy Nayor
2240,28597.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2241,22611.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2242,39780.0,en,minister,australia,inheritance,NA,NA,NA,NA,NA,NA,NA
2243,10396.0,en,restaurant,drug dealer,shadowing,Richard Sylbert,Peter Landsdown Smith,Dave Grusin,NA,Thom Mount,Bonnie Timmermann,NA
2244,9944.0,en,judge,professor,mission of murder,Philip Rosenberg,Robert Guerra,James Horner,James Sabat,Alan J. Pakula,Pieter Jan Brugge,Alixe Gordin
2245,850.0,en,holiday,nostalgia,bb gun,Reuben Freed,Gavin Mitchell,Paul Zaza,Carl Zittrer,Bob Clark,NA,NA
2246,10154.0,en,new york,marriage proposal,fbi,NA,NA,Basil Poledouris,NA,Elizabeth Hurley,Charles Mulvehill,NA
2247,10342.0,en,pornography,gay kiss,exam,Naomi Shohan,David Lazan,John Frizzell,NA,Cathy Konrad,Lisa Beach,Sarah Katzman
2248,10366.0,en,pornography,gay kiss,exam,Naomi Shohan,David Lazan,John Frizzell,NA,Cathy Konrad,Lisa Beach,Sarah Katzman
2249,9349.0,en,pornography,gay kiss,exam,Naomi Shohan,David Lazan,John Frizzell,NA,Cathy Konrad,Lisa Beach,Sarah Katzman
2250,15122.0,en,behind the scenes,spa,planetarium,NA,NA,NA,NA,NA,NA,NA
2251,10494.0,ja,japan,career,stalker,NA,NA,Masahiro Ikumi,NA,Hiroaki Inoue,NA,NA
2252,22314.0,en,NA,NA,NA,NA,NA,Christopher Young,NA,NA,NA,NA
2253,11037.0,en,dictator,father-son relationship,us-regierung,NA,NA,Basil Poledouris,NA,Ron Samuels,Joe Wizan,Kevin Elders
2254,11955.0,en,israel,atomic bomb,pilot,NA,NA,Amin Bhatia,NA,Andr?s H?mori,Sharon Harel,John Kemeny
2255,2038.0,en,poison,pilot,dying and death,Robb Wilson King,NA,Harry Manfredini,NA,Stanley Neufeld,Ron Samuels,Mario Kassar
2256,28737.0,en,NA,NA,NA,NA,NA,NA,NA,Mark Amin,Joseph Newton Cohen,Peter R. Simpson
2257,11963.0,en,cia,office,condor,NA,NA,Dave Grusin,NA,Stanley Schneider,Dino De Laurentiis,Sydney Pollack
2258,9096.0,en,medicine,ant,research,Jesus Buenrostro,John Krenz Reinhart Jr.,Jerry Goldsmith,NA,Sean Connery,Donna Dubrow,Andrew G. Vajna
2259,1911.0,en,witch,cave,arabian,Wolf Kroeger,Helen Jarvis,Jerry Goldsmith,NA,Michael Crichton,John McTiernan,Ned Dowd
2260,2900.0,en,wife husband relationship,space travel,space,Jan Roelfs,Sarah Knowles,George S. Clinton,Blake Leyh,Andrew Lazar,Debi Manwiller,Richard Pagano
2261,17709.0,en,based on cartoon,mountie,NA,Bob Ziembicki,Helen Jarvis,Steve Dorff,NA,John Davis,J. Todd Harris,Joseph Singer
2262,37718.0,en,screenwriter,muse,NA,NA,NA,NA,NA,NA,NA,NA
2263,47144.0,en,screenwriter,muse,NA,NA,NA,NA,NA,NA,NA,NA
2264,30964.0,en,screenwriter,muse,NA,NA,NA,NA,NA,NA,NA,NA
2265,52366.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2266,6373.0,en,london,indie,NA,Max Gottlieb,Mark Raggett,Ed Shearmur,NA,Grainne Marmion,Mary Selway,NA
2267,2162.0,en,NA,NA,NA,Jeremy Conway,Fredda Slavin,John Powell,Hans Zimmer,James G. Robinson,Pam Dixon,NA
2268,14578.0,en,suicide,sex,sexuality,Ray Fisher,NA,NA,NA,NA,NA,NA
2269,40694.0,en,gay,NA,NA,NA,NA,Alfredo Troche,NA,NA,NA,NA
2270,10307.0,en,vatican,miracle,christian,Waldemar Kalinowski,Anthony R. Stabley,Elia Cmiral,Billy Corgan,Frank Mancuso Jr.,Wendy Kurtzman,NA
2271,11601.0,en,hypnosis,murder,suspense,NA,NA,James Newton Howard,NA,Judy Hofflund,Gavin Polone,NA
2272,1075.0,sh,gypsy,yugoslavia,father-son relationship,Milenko Jeremi?,NA,Vojislav Aralica,Nele Karajli?,Karl Baumgartner,Maksa Catovic,Marina Girard
2273,21719.0,en,NA,NA,NA,Andrew Laws,Laser Rosenberg,Marco Beltrami,Christopher Covert,Mary Vernieu,Anne McCarthy,David L. Bushell
2274,47951.0,ja,cat,fight,chicken,NA,NA,Michael Boddicker,Ryuichi Sakamoto,Hisashi Hieda,Masaru Kakutani,Haruo Shikanai
2275,43832.0,en,pilot,south america,old flame,NA,NA,Dimitri Tiomkin,NA,Howard Hawks,NA,NA
2276,47697.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2277,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2278,26522.0,en,black,boot camp,NA,NA,NA,Herbie Hancock,NA,NA,NA,NA
2279,28295.0,en,black,boot camp,NA,NA,NA,Herbie Hancock,NA,NA,NA,NA
2280,12105.0,en,submarine,fab four,colours,NA,NA,Paul McCartney,NA,Al Brodax,NA,NA
2281,14.0,en,adultery,coming out,loss of father,Naomi Shohan,David Lazan,Thomas Newman,Bill Bernstein,Bruce Cohen,Dan Jinks,Debra Zane
2282,24128.0,en,concert,NA,NA,NA,NA,David Byrne,Chris Frantz,Gary Goetzman,Gary Kurfirst,NA
2283,11001.0,en,robbery,diamant,police operation,NA,NA,Ed Shearmur,NA,Toby Jaffe,Neal H. Moritz,NA
2284,10390.0,en,baseball,trainer,career,NA,NA,Basil Poledouris,NA,NA,NA,NA
2285,9453.0,en,italy,assassination,rape,NA,NA,Sergei Prokofiev,Aram Khachaturyan,Franco Rossellini,Bob Guccione,NA
2286,704.0,en,adolescence,culture clash,press conference,Ray Simm,NA,NA,NA,Walter Shenson,Denis O'Dell,David V. Picker
2287,35122.0,en,menage a trois,NA,NA,Patti Podesta,Jennifer M. Gentile,Bob Fisher,Eric Marin,Gregg Araki,Christopher Ball,Graham Broadbent
2288,142132.0,en,woman director,NA,NA,NA,NA,Larry Klein,NA,Nancy Griffin,Daniel Hassid,Nanda Rao
2289,24153.0,en,disc jockey,star,affection,NA,NA,NA,NA,NA,NA,NA
2290,11797.0,en,virgin,vampire,transformation,NA,NA,Brad Fiedel,NA,Herb Jaffe,NA,NA
2291,18086.0,en,NA,NA,NA,Dean Tschetter,Randy Moore,Brad Fiedel,NA,Mort Engelberg,Herb Jaffe,Miguel Tejada-Flores
2292,17887.0,en,love,lawyer,conservative,NA,NA,NA,NA,NA,NA,NA
2293,10669.0,en,love,lawyer,conservative,NA,NA,NA,NA,NA,NA,NA
2294,11527.0,en,love,lawyer,conservative,NA,NA,NA,NA,NA,NA,NA
2295,42848.0,it,jazz,saxophonist,shooting,NA,NA,NA,NA,NA,NA,NA
2296,40867.0,en,musical,NA,NA,NA,NA,NA,NA,NA,NA,NA
2297,1049.0,en,southern u.s.,wife husband relationship,amnesia,Bruno Rubeo,Michael Seirton,Danny Elfman,NA,Richard Gere,Maggie Wilde,Cydney Bernard
2298,28032.0,en,based on fairy tale,NA,NA,NA,NA,NA,NA,NA,NA,NA
2299,11326.0,en,christmas party,musical,christmas tree,NA,NA,NA,NA,Ken Russell,Christopher Stamp,Robert Stigwood
2300,28377.0,en,college,ghosts,leopard print,Steven Legler,NA,Dan Wyman,NA,Bruce Cohn Curtis,Mark L. Rosen,Irwin Yablans
2301,10975.0,cn,gold,nazis,wilderness,NA,NA,Chris Babida,Stephen Endelman,Raymond Chow,Leonard Ho,NA
2302,10974.0,cn,africa,sword,versteigerung,NA,NA,Michael Wandmacher,NA,Lam Chua,Leonard Ho,NA
2303,10398.0,en,prison,sailboat,sailing trip,NA,NA,Normand Corbeil,NA,Leonard Goldberg,NA,NA
2304,2290.0,en,jewry,schutzstaffel,jewish life,Luciana Arrighi,NA,Ed Shearmur,NA,Steven Haft,Kerry Barden,Billy Hopkins
